name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-14078,NO,1,0,0,0,0,0,0
GENE-14079,NO,1,0,0,0,0,0,0
GENE-14080,NO,1,12721,8651,9519,7998,10444,9999
GENE-14081,NO,1,0,0,0,0,0,0
GENE-14082,NO,1,6,14,14,10,12,14
GENE-14083,NO,1,0,0,0,0,0,0
GENE-14084,NO,1,0,0,0,0,0,0
GENE-14085,NO,1,0,0,0,0,0,0
GENE-14086,NO,1,0,0,0,0,0,0
GENE-14087,NO,1,1304,968,901,1266,895,866
GENE-14088,NO,1,0,0,0,0,0,0
GENE-14089,NO,1,2,0,1,0,2,0
GENE-14090,NO,1,0,0,0,0,0,0
GENE-14091,NO,1,0,0,0,0,0,0
GENE-14092,YES,1,0,0,0,0,0,0
GENE-14093,YES,1,0,0,0,0,0,0
GENE-14094,NO,1,0,0,0,0,0,0
GENE-14095,NO,1,0,0,0,0,0,0
GENE-14096,NO,1,387,396,339,429,410,437
GENE-14098,NO,1,0,0,0,0,0,0
GENE-14099,NO,1,0,0,0,0,0,0
GENE-14100,NO,1,0,0,0,0,0,0
GENE-14102,NO,1,0,0,0,0,0,0
GENE-14103,YES,1,0,0,0,0,0,0
GENE-14105,NO,1,0,0,0,0,0,0
GENE-14106,NO,1,11,6,13,13,8,11
GENE-14107,NO,1,0,0,0,0,0,0
GENE-14108,NO,1,52,59,35,51,122,64
GENE-14109,NO,1,0,0,0,0,0,0
GENE-14110,NO,1,954,733,836,848,1015,701
GENE-14111,NO,1,0,0,0,0,0,0
GENE-14113,NO,1,0,0,0,0,0,0
GENE-14114,NO,1,67,103,82,53,66,225
GENE-14115,NO,1,0,0,0,0,0,0
GENE-14116,NO,1,0,0,0,0,0,0
GENE-14117,NO,1,0,0,0,0,0,0
GENE-14118,NO,1,881,821,680,665,743,734
GENE-14119,NO,1,0,0,0,0,0,0
GENE-14120,NO,1,0,0,0,0,0,0
GENE-14121,NO,1,0,0,0,0,0,0
GENE-14122,NO,1,792,437,783,459,429,612
GENE-14123,NO,1,0,0,0,0,0,0
GENE-14124,YES,1,0,0,0,0,0,0
GENE-14125,NO,1,0,0,0,0,0,0
GENE-14126,NO,1,0,0,0,0,0,0
GENE-14127,NO,1,12,18,12,13,18,14
GENE-14128,NO,1,0,0,0,0,0,0
GENE-14129,NO,1,1294,1116,979,1161,715,1822
GENE-14130,NO,1,678,766,707,853,849,645
GENE-14131,NO,1,0,0,0,0,0,0
GENE-14132,NO,1,30,32,28,26,30,27
GENE-14133,NO,1,0,1135,139,41,295,21
GENE-14134,NO,1,35,41,36,39,46,37
GENE-14135,NO,1,0,0,0,0,0,0
GENE-14136,YES,1,0,0,0,0,0,0
GENE-14137,NO,1,0,0,0,0,0,0
GENE-14139,NO,1,6,11,4,9,4,6
GENE-14140,NO,1,0,0,0,0,0,0
GENE-14141,NO,1,0,0,0,0,0,0
GENE-14142,NO,1,0,0,0,0,0,0
GENE-14143,NO,1,0,1,1,1,0,1
GENE-14144,NO,1,0,0,0,0,0,0
GENE-14145,NO,1,0,0,0,0,0,0
GENE-14146,NO,1,40,59,61,48,77,43
GENE-14147,NO,1,0,0,0,0,0,0
GENE-14148,NO,1,0,0,0,0,0,0
GENE-14149,NO,1,0,0,0,0,0,0
GENE-14150,YES,1,0,0,0,0,0,0
GENE-14151,NO,1,0,0,0,0,0,0
GENE-14152,NO,1,0,0,0,0,0,0
GENE-14153,NO,1,0,0,0,0,0,0
GENE-14154,NO,1,0,0,0,0,0,0
GENE-14155,NO,1,7,12,10,6,10,8
GENE-14156,NO,1,0,0,0,0,0,0
GENE-14157,NO,1,0,0,0,0,0,0
GENE-14158,NO,1,0,0,0,0,0,0
GENE-14159,NO,1,0,0,0,0,0,0
GENE-14160,NO,1,355,317,376,295,375,317
GENE-14161,NO,1,0,0,0,0,0,0
GENE-14162,NO,1,163,203,153,175,156,128
GENE-14163,NO,1,25,15,20,15,21,30
GENE-14164,NO,1,0,0,0,0,0,0
GENE-14165,NO,1,0,0,0,0,0,0
GENE-14166,NO,1,0,0,0,0,0,0
GENE-14167,NO,1,0,0,0,0,0,0
GENE-14168,NO,1,4,18,8,18,8,11
GENE-14169,NO,1,0,0,0,0,0,0
GENE-14170,NO,1,0,0,0,0,0,0
GENE-14171,NO,1,0,0,0,0,0,0
GENE-14172,NO,1,1161,338,7397,1008,631,1476
GENE-14173,NO,1,0,0,0,0,0,0
GENE-14174,NO,1,0,0,0,0,0,0
GENE-14175,NO,1,3,4,4,4,6,4
GENE-14176,NO,1,0,0,0,0,0,0
GENE-14177,NO,1,0,0,0,0,0,0
GENE-14178,NO,1,0,0,0,0,0,0
GENE-14179,NO,1,0,0,0,0,0,0
GENE-14180,NO,1,0,0,0,0,0,0
GENE-14181,NO,1,0,0,0,0,0,0
GENE-14182,NO,1,0,0,0,0,0,0
GENE-14183,NO,1,53,116,104,91,116,85
GENE-14184,NO,1,1,0,1,0,0,0
GENE-14185,NO,1,0,0,0,0,0,0
GENE-14186,NO,1,5250,3375,4809,3022,2535,4650
GENE-14187,NO,1,0,0,0,0,0,0
GENE-14188,NO,1,55,43,32,43,61,24
GENE-14189,NO,1,0,0,0,0,0,0
GENE-14190,NO,1,19,16,12,22,5,19
GENE-14191,NO,1,2,3,2,3,3,3
GENE-14192,NO,1,0,0,0,0,0,0
GENE-14193,NO,1,0,0,0,0,0,0
GENE-14194,NO,1,0,0,0,0,0,0
GENE-14195,NO,1,0,0,0,0,0,0
GENE-14196,NO,1,7492,9176,5500,7320,7894,8606
GENE-14197,NO,1,0,0,0,0,0,0
GENE-14198,NO,1,0,0,0,0,0,0
GENE-14199,NO,1,0,0,0,0,0,0
GENE-14200,NO,1,4,8,1,3,3,4
GENE-14201,NO,1,59,38,48,34,30,40
GENE-14202,NO,1,0,0,0,0,0,0
GENE-14203,NO,1,0,0,0,0,0,0
GENE-14204,NO,1,0,0,0,0,0,0
GENE-14205,NO,1,0,0,0,0,0,0
GENE-14206,NO,1,0,0,0,0,0,0
GENE-14207,NO,1,124,130,130,95,107,140
GENE-14208,NO,1,0,0,0,0,0,0
GENE-14209,NO,1,0,0,0,0,0,0
GENE-14210,NO,1,0,0,0,0,0,0
GENE-14211,NO,1,0,0,0,0,0,0
GENE-14212,YES,1,17,10,4,6,6,0
GENE-14213,NO,1,0,0,0,0,0,0
GENE-14214,NO,1,0,0,0,0,0,0
GENE-14215,NO,1,0,0,0,0,0,0
GENE-14216,NO,1,343,535,739,145,317,298
GENE-14217,NO,1,0,0,0,0,0,0
GENE-14218,NO,1,0,0,0,0,0,0
GENE-14219,NO,1,0,0,0,0,0,0
GENE-14220,NO,1,0,0,0,0,0,0
GENE-14221,NO,1,0,0,0,0,0,0
GENE-14222,NO,1,0,0,0,0,0,0
GENE-14223,NO,1,4,6,8,6,8,11
GENE-14224,NO,1,576,494,465,534,579,503
GENE-14225,NO,1,0,0,0,0,0,1
GENE-14226,NO,1,0,0,0,0,0,0
GENE-14227,NO,1,27,32,22,23,16,24
GENE-14228,NO,1,0,0,0,0,0,0
GENE-14229,NO,1,0,0,0,0,0,0
GENE-14230,NO,1,0,0,0,0,0,0
GENE-14231,NO,1,0,0,0,0,0,0
GENE-14232,NO,1,0,0,0,0,0,0
GENE-14233,NO,1,174,363,202,253,198,180
GENE-14234,NO,1,0,0,0,0,0,0
GENE-14235,NO,1,0,0,0,0,0,0
GENE-14236,NO,1,0,0,0,0,0,0
GENE-14237,NO,1,0,0,0,0,0,0
GENE-14238,NO,1,7,7,8,12,4,12
GENE-14239,NO,1,0,0,0,0,0,0
GENE-14240,NO,1,0,0,0,0,0,0
GENE-14241,NO,1,0,0,0,0,0,0
GENE-14242,NO,1,0,0,0,0,0,0
GENE-14243,NO,1,0,0,0,0,0,0
GENE-14244,NO,1,1,1,1,2,4,3
GENE-14245,NO,1,436,545,400,374,330,426
GENE-14246,NO,1,0,0,0,0,0,0
GENE-14247,NO,1,0,0,0,0,0,0
GENE-14248,NO,1,1,1,4,2,0,2
GENE-14249,NO,1,1279,971,962,547,808,967
GENE-14250,NO,1,0,0,0,0,0,0
GENE-14251,NO,1,0,0,0,0,0,0
GENE-14252,NO,1,0,0,0,0,0,0
GENE-14253,NO,1,0,0,0,0,0,0
GENE-14254,NO,1,0,0,0,0,0,0
GENE-14255,NO,1,0,0,0,0,0,0
GENE-14256,NO,1,0,0,0,0,0,0
GENE-14257,NO,1,7,11,6,7,16,9
GENE-14258,NO,1,68,45,68,64,60,62
GENE-14259,NO,1,0,0,0,0,0,0
GENE-14260,NO,1,0,0,0,0,0,0
GENE-14261,NO,1,380,505,350,413,585,503
GENE-14262,NO,1,0,0,0,0,0,0
GENE-14263,NO,1,5,4,11,10,8,13
GENE-14264,NO,1,0,1,1,0,0,0
GENE-14265,NO,1,0,0,0,0,0,0
GENE-14266,NO,1,0,0,0,0,0,0
GENE-14267,NO,1,0,0,0,0,0,0
GENE-14268,YES,1,0,0,0,0,0,0
GENE-14269,NO,1,11,23,13,19,22,8
GENE-14270,YES,1,1,1,0,3,2,3
GENE-14271,NO,1,2721,2494,1594,1878,1887,2048
GENE-14272,NO,1,535,414,397,450,288,432
GENE-14273,NO,1,1702,1218,2432,1704,1887,1479
GENE-14274,NO,1,0,0,0,0,0,0
GENE-14275,NO,1,0,0,0,0,0,0
GENE-14276,NO,1,0,0,0,0,0,0
GENE-14277,NO,1,0,0,0,0,0,0
GENE-14278,NO,1,505,461,450,487,344,439
GENE-14279,NO,1,3,7,5,3,4,3
GENE-14280,NO,1,139,8,199,525,375,1197
GENE-14281,NO,1,0,0,0,0,0,0
GENE-14282,YES,1,0,1,0,0,0,0
GENE-14283,NO,1,0,0,0,0,0,0
GENE-14284,NO,1,2,1,1,4,2,1
GENE-14285,NO,1,0,0,0,0,0,0
GENE-14286,NO,1,6,1,1,8,7,2
GENE-14287,NO,1,0,0,0,0,0,0
GENE-14288,NO,1,0,0,0,0,0,0
GENE-14289,NO,1,55,20,26,26,28,36
GENE-14290,NO,1,0,0,0,0,0,0
GENE-14291,NO,1,0,0,0,0,0,0
GENE-14292,NO,1,0,0,0,0,0,0
GENE-14293,NO,1,0,0,0,0,0,0
GENE-14294,NO,1,16,28,26,31,24,22
GENE-14295,NO,1,52,73,74,38,58,76
GENE-14296,NO,1,3,4,4,5,2,7
GENE-14297,NO,1,7,17,1,6,6,6
GENE-14298,NO,1,2,0,0,0,0,0
GENE-14299,NO,1,222,103,123,409,229,677
GENE-14300,NO,1,1,0,0,1,1,0
GENE-14301,NO,1,1358,1435,1633,1482,1401,1514
GENE-14302,NO,1,0,0,0,0,0,0
GENE-14303,NO,1,0,0,0,0,0,0
GENE-14304,NO,1,126,141,63,102,77,121
GENE-14305,NO,1,0,0,0,0,0,0
GENE-14306,NO,1,0,0,0,0,0,0
GENE-14307,NO,1,0,0,0,0,0,0
GENE-14308,NO,1,0,0,0,0,0,0
GENE-14309,NO,1,0,0,0,0,0,0
GENE-14310,NO,1,0,0,0,0,0,0
GENE-14311,NO,1,0,0,0,0,0,0
GENE-14312,NO,1,0,0,0,0,0,0
GENE-14313,NO,1,749,800,588,615,412,564
GENE-14314,NO,1,0,0,0,0,0,0
GENE-14315,NO,1,0,0,0,0,0,0
GENE-14316,NO,1,0,0,0,0,0,0
GENE-14318,NO,1,0,0,0,0,0,0
GENE-14319,NO,1,0,0,0,0,0,0
GENE-14320,NO,1,0,0,0,0,0,0
GENE-14321,NO,1,31,44,37,35,49,52
GENE-14322,NO,1,0,0,0,0,0,0
GENE-14323,NO,1,0,0,0,0,0,0
GENE-14324,NO,1,0,0,0,0,0,0
GENE-14325,NO,1,70,143,157,748,174,102
GENE-14326,NO,1,7,9,4,8,10,10
GENE-14327,NO,1,0,0,1,0,0,0
GENE-14328,NO,1,155,126,104,136,107,132
GENE-14329,NO,1,0,0,0,0,0,0
GENE-14330,NO,1,0,0,0,0,0,0
GENE-14331,NO,1,2443,1756,2936,2526,2365,1662
GENE-14332,YES,1,0,0,0,0,0,0
GENE-14333,YES,1,0,0,0,0,0,0
GENE-14334,NO,1,0,0,0,0,0,0
GENE-14335,NO,1,0,0,0,0,0,0
GENE-14336,NO,1,0,0,0,0,0,0
GENE-14337,NO,1,0,1,0,0,0,0
GENE-14338,NO,1,27,29,26,34,35,39
GENE-14339,NO,1,0,0,0,0,0,0
GENE-14340,NO,1,1,11,9,13,7,2
GENE-14341,NO,1,69,74,68,86,75,58
GENE-14342,NO,1,0,0,0,0,0,0
GENE-14343,NO,1,3,7,7,5,6,7
GENE-14344,NO,1,0,0,0,0,0,0
GENE-14345,NO,1,0,0,0,0,0,0
GENE-14346,NO,1,0,0,0,0,0,0
GENE-14347,NO,1,0,0,0,0,0,0
GENE-14348,NO,1,10,6,4,6,11,5
GENE-14349,NO,1,0,0,0,0,0,0
GENE-14350,NO,1,0,0,0,0,0,0
GENE-14351,NO,1,0,0,0,0,0,0
GENE-14352,NO,1,0,0,0,0,0,0
GENE-14353,NO,1,0,0,0,0,0,0
GENE-14354,NO,1,0,0,0,0,0,0
GENE-14355,NO,1,91,85,86,122,69,90
GENE-14356,YES,1,0,0,0,0,0,0
GENE-14357,NO,1,1550,2279,1716,1985,1778,2449
GENE-14358,NO,1,0,0,0,0,0,0
GENE-14359,NO,1,0,0,0,0,0,0
GENE-14360,NO,1,0,0,0,0,0,0
GENE-14361,NO,1,0,0,0,0,0,0
GENE-14362,NO,1,0,0,0,0,0,0
GENE-14363,NO,1,182,248,254,221,213,236
GENE-14364,NO,1,0,0,0,0,0,0
GENE-14365,YES,1,0,0,0,0,0,0
GENE-14366,NO,1,0,0,0,0,0,0
GENE-14367,NO,1,531,547,690,535,545,634
GENE-14368,NO,1,0,0,0,0,0,0
GENE-14369,NO,1,0,0,0,0,0,0
GENE-14370,NO,1,0,0,0,0,0,0
GENE-14371,NO,1,0,0,0,0,0,0
GENE-14372,NO,1,36,25,37,66,56,29
GENE-14373,NO,1,0,0,0,0,0,0
GENE-14374,NO,1,10,9,22,18,13,20
GENE-14375,NO,1,26,26,18,25,23,23
GENE-14376,NO,1,0,0,0,0,0,0
GENE-14377,NO,1,0,0,0,0,0,0
GENE-14378,NO,1,524,390,440,486,484,491
GENE-14379,NO,1,0,0,0,0,0,0
GENE-14380,NO,1,0,0,0,0,0,0
GENE-14381,NO,1,0,0,0,0,0,0
GENE-14382,NO,1,0,0,0,0,0,0
GENE-14383,NO,1,0,0,0,0,0,0
GENE-14384,NO,1,0,0,0,0,0,0
GENE-14385,NO,1,113,111,92,81,80,137
GENE-14386,NO,1,0,0,0,0,0,0
GENE-14387,NO,1,0,0,0,0,0,0
GENE-14388,NO,1,0,0,0,0,0,0
GENE-14389,NO,1,27,36,15,23,23,27
GENE-14390,NO,1,1480,1141,1229,1430,1354,1426
GENE-14391,NO,1,29,44,60,52,38,40
GENE-14392,NO,1,0,0,0,0,0,0
GENE-14393,NO,1,0,0,0,0,0,0
GENE-14394,NO,1,3,5,3,2,0,2
GENE-14395,NO,1,132,90,123,88,130,109
GENE-14396,NO,1,699,645,441,386,460,363
GENE-14397,NO,1,0,0,0,0,0,0
GENE-14398,NO,1,679,437,635,1315,581,211
GENE-14399,NO,1,67,72,65,92,88,94
GENE-14400,NO,1,1,0,0,0,0,2
GENE-14401,NO,1,0,0,0,0,1,0
GENE-14402,NO,1,0,0,0,0,0,0
GENE-14403,NO,1,0,0,0,0,0,0
GENE-14404,NO,1,0,0,0,0,0,0
GENE-14405,NO,1,0,0,0,0,0,0
GENE-14406,NO,1,0,0,0,0,0,0
GENE-14407,NO,1,0,0,0,0,0,0
GENE-14408,NO,1,1,0,1,0,0,5
GENE-14409,NO,1,0,0,0,0,0,0
GENE-14410,NO,1,1,2,0,0,0,0
GENE-14411,NO,1,0,0,0,1,0,0
GENE-14412,NO,1,0,0,1,0,0,0
GENE-14413,NO,1,0,0,0,0,0,0
GENE-14414,NO,1,1,0,2,1,1,0
GENE-14415,NO,1,0,0,0,0,0,0
GENE-14416,NO,1,67,137,59,97,86,120
GENE-14417,YES,1,0,0,0,0,0,0
GENE-14418,NO,1,0,1,0,0,0,0
GENE-14419,YES,1,0,0,0,0,0,0
GENE-14420,NO,1,1,0,1,8,0,1
GENE-14421,NO,1,38,52,46,38,23,30
GENE-14422,NO,1,7,2,9,5,4,4
GENE-14423,NO,1,0,0,0,0,0,0
GENE-14425,NO,1,0,0,0,0,0,0
GENE-14426,NO,1,0,0,0,0,0,0
GENE-14427,NO,1,144,137,197,167,142,152
GENE-14428,NO,1,0,0,0,0,0,0
GENE-14429,NO,1,0,0,0,0,0,0
GENE-14430,NO,1,0,0,0,0,0,0
GENE-14431,NO,1,0,0,0,0,0,0
GENE-14432,NO,1,82,66,82,46,55,73
GENE-14433,NO,1,0,0,1,0,1,0
GENE-14434,NO,1,0,0,0,0,0,0
GENE-14435,NO,1,31,24,25,35,25,27
GENE-14436,NO,1,3,6,3,3,3,0
GENE-14437,NO,1,0,0,0,0,0,0
GENE-14438,NO,1,79,78,94,107,70,94
GENE-14439,NO,1,34,39,33,36,36,35
GENE-14440,NO,1,0,0,0,0,0,0
GENE-14441,YES,1,0,0,0,0,0,0
GENE-14442,NO,1,0,0,0,0,0,0
GENE-14443,NO,1,27,38,18,24,27,33
GENE-14444,NO,1,2,4,3,4,2,0
GENE-14445,NO,1,6,6,7,3,7,3
GENE-14446,NO,1,0,0,0,0,0,0
GENE-14447,YES,1,0,0,0,0,0,0
GENE-14448,NO,1,0,0,0,0,0,0
GENE-14449,NO,1,495,653,481,560,429,504
GENE-14450,NO,1,0,0,0,0,0,0
GENE-14451,NO,1,0,0,0,0,0,0
GENE-14452,NO,1,0,0,0,0,0,0
GENE-14453,NO,1,337,385,374,362,404,354
GENE-14454,NO,1,2834,2093,2484,1625,2373,1649
GENE-14455,NO,1,2,1,2,1,3,2
GENE-14456,NO,1,70,52,56,49,54,68
GENE-14457,NO,1,0,0,0,0,0,0
GENE-14459,NO,1,154,127,99,108,142,183
GENE-14460,NO,1,0,0,0,0,0,0
GENE-14461,NO,1,0,0,0,0,0,0
GENE-14462,NO,1,0,0,0,0,0,0
GENE-14463,NO,1,0,0,0,0,0,0
GENE-14464,NO,1,38,30,23,37,23,48
GENE-14465,NO,1,0,0,0,0,0,0
GENE-14467,NO,1,0,0,1,0,0,0
GENE-14468,NO,1,0,0,0,0,0,0
GENE-14469,NO,1,1,0,0,0,0,0
GENE-14470,NO,1,0,0,0,0,0,0
GENE-14471,NO,1,0,0,0,0,0,0
GENE-14472,YES,1,0,0,0,0,0,0
GENE-14473,NO,1,0,0,0,0,0,0
GENE-14474,NO,1,0,0,0,0,0,0
GENE-14475,NO,1,75,45,77,54,70,45
GENE-14476,NO,1,0,0,0,0,0,0
GENE-14477,NO,1,0,0,1,1,0,1
GENE-14478,NO,1,6,14,13,12,8,11
GENE-14480,NO,1,2,4,3,4,2,5
GENE-14481,NO,1,0,0,0,0,0,1
GENE-14482,NO,1,0,0,0,0,0,0
GENE-14483,NO,1,0,0,0,0,0,0
GENE-14484,NO,1,0,0,0,0,0,0
GENE-14485,NO,1,11,18,8,10,11,18
GENE-14487,NO,1,8,10,16,5,6,12
GENE-14488,NO,1,0,0,0,0,0,0
GENE-14489,NO,1,0,0,0,0,0,0
GENE-14490,NO,1,0,0,0,0,0,0
GENE-14491,NO,1,0,0,0,0,0,0
GENE-14492,NO,1,10,4,5,6,6,5
GENE-14493,YES,1,0,0,0,0,0,0
GENE-14494,NO,1,0,0,0,0,0,0
GENE-14495,NO,1,243,168,174,138,145,198
GENE-14496,NO,1,0,0,0,0,0,0
GENE-14497,NO,1,546,705,724,458,577,565
GENE-14498,NO,1,86,88,54,62,69,43
GENE-14499,YES,1,0,0,0,0,0,0
GENE-14500,NO,1,0,0,0,0,0,0
GENE-14501,NO,1,4,3,9,4,5,5
GENE-14502,NO,1,97,99,139,102,135,129
GENE-14503,NO,1,36,14,22,28,21,20
GENE-14504,YES,1,0,0,0,0,0,0
GENE-14505,NO,1,0,0,0,0,0,0
GENE-14506,NO,1,0,0,0,0,0,0
GENE-14507,NO,1,0,0,0,0,0,0
GENE-14508,NO,1,0,0,0,0,0,0
GENE-14509,NO,1,0,0,0,0,0,0
GENE-14510,NO,1,0,0,0,0,0,0
GENE-14511,NO,1,0,0,0,0,0,0
GENE-14512,NO,1,0,0,0,0,0,0
GENE-14513,NO,1,15,6,5,10,11,11
GENE-14514,NO,1,0,0,0,0,0,0
GENE-14515,NO,1,0,0,0,0,0,0
GENE-14516,NO,1,0,0,0,0,0,0
GENE-14517,NO,1,20,27,25,22,18,21
GENE-14518,NO,1,1,0,0,0,0,0
GENE-14519,NO,1,97,90,113,103,116,122
GENE-14520,NO,1,0,0,0,0,0,0
GENE-14521,NO,1,0,0,0,0,0,0
GENE-14522,NO,1,0,0,0,0,0,0
GENE-14523,YES,1,0,0,0,0,0,0
GENE-14524,NO,1,0,0,0,0,0,0
GENE-14525,NO,1,337,421,516,520,516,790
GENE-14526,NO,1,0,0,0,0,0,0
GENE-14527,NO,1,0,0,0,0,0,0
GENE-14528,NO,1,0,0,0,0,0,0
GENE-14529,NO,1,0,0,0,0,0,0
GENE-14530,NO,1,25,33,39,35,34,31
GENE-14531,NO,1,0,0,0,0,0,0
GENE-14532,NO,1,11,5,9,17,5,19
GENE-14533,NO,1,0,0,0,0,0,0
GENE-14534,NO,1,0,0,0,0,0,0
GENE-14535,NO,1,0,0,0,0,0,0
GENE-14536,NO,1,0,0,0,0,0,0
GENE-14537,NO,1,0,0,0,0,0,0
GENE-14538,NO,1,0,0,1,0,0,0
GENE-14539,YES,1,0,0,0,0,0,0
GENE-14540,NO,1,0,0,0,0,0,0
GENE-14541,NO,1,5,3,3,3,4,6
GENE-14542,NO,1,0,0,0,0,0,0
GENE-14543,NO,1,0,0,0,0,0,0
GENE-14544,NO,1,0,0,0,0,0,0
GENE-14545,NO,1,35,42,38,35,37,19
GENE-14546,NO,1,0,0,0,0,0,0
GENE-14547,NO,1,0,0,0,0,0,0
GENE-14548,NO,1,0,0,0,0,0,0
GENE-14549,NO,1,0,0,0,0,0,0
GENE-14550,NO,1,0,0,0,0,0,0
GENE-14551,NO,1,0,0,0,0,0,0
GENE-14552,NO,1,4,8,2,12,10,9
GENE-14553,NO,1,0,0,0,0,0,0
GENE-14554,NO,1,0,0,0,0,0,0
GENE-14555,NO,1,1549,1564,1590,1547,1701,1494
GENE-14556,YES,1,0,0,0,0,0,0
GENE-14557,NO,1,0,0,0,0,0,0
GENE-14558,NO,1,0,0,0,0,0,0
GENE-14559,NO,1,16,17,20,18,23,27
GENE-14560,NO,1,0,0,0,0,0,0
GENE-14561,NO,1,0,0,0,0,0,0
GENE-14562,YES,1,0,0,0,2,0,0
GENE-14563,NO,1,0,0,0,0,1,0
GENE-14564,NO,1,0,0,0,0,0,0
GENE-14565,NO,1,0,0,0,0,0,0
GENE-14566,NO,1,0,0,0,0,0,0
GENE-14567,NO,1,0,0,0,0,0,0
GENE-14568,NO,1,0,0,0,0,0,0
GENE-14569,NO,1,44,30,34,28,38,33
GENE-14570,NO,1,3059,2484,3287,2940,4692,3926
GENE-14572,NO,1,0,0,0,0,0,0
GENE-14573,NO,1,578,732,632,626,672,574
GENE-14574,NO,1,0,0,0,0,0,0
GENE-14575,NO,1,0,0,0,0,0,0
GENE-14576,NO,1,0,0,0,0,0,0
GENE-14577,NO,1,0,0,0,0,0,0
GENE-14578,NO,1,0,0,0,0,0,0
GENE-14579,NO,1,232,335,242,226,191,221
GENE-14580,NO,1,0,0,0,0,0,0
GENE-14581,NO,1,12,37,36,28,31,21
GENE-14582,NO,1,0,0,0,0,0,0
GENE-14583,NO,1,0,0,0,0,0,0
GENE-14584,NO,1,0,0,0,0,0,0
GENE-14585,NO,1,74,103,83,102,94,120
GENE-14586,NO,1,0,0,0,0,0,0
GENE-14587,NO,1,0,0,0,0,0,0
GENE-14588,NO,1,0,0,0,0,0,0
GENE-14589,NO,1,0,0,0,0,0,0
GENE-14590,NO,1,0,0,0,0,0,0
GENE-14591,NO,1,735,542,814,684,558,563
GENE-14592,NO,1,0,0,0,0,0,0
GENE-14593,YES,1,0,0,0,0,0,0
GENE-14594,NO,1,0,0,0,0,0,0
GENE-14595,NO,1,0,0,0,0,0,0
GENE-14596,NO,1,15,14,14,11,13,10
GENE-14597,NO,1,0,0,0,1,1,2
GENE-14598,NO,1,0,0,0,0,0,0
GENE-14599,NO,1,0,0,0,0,0,0
GENE-14600,NO,1,0,0,0,0,0,0
GENE-14601,NO,1,0,0,0,0,0,0
GENE-14602,NO,1,0,0,0,0,0,0
GENE-14603,NO,1,48,45,59,25,21,31
GENE-14604,NO,1,28,75,36,38,42,65
GENE-14605,NO,1,143,173,185,128,220,182
GENE-14606,NO,1,0,0,0,0,0,0
GENE-14607,NO,1,0,0,0,0,0,0
GENE-14608,NO,1,0,0,0,0,0,0
GENE-14609,NO,1,0,0,0,0,0,0
GENE-14610,NO,1,0,0,0,0,0,0
GENE-14611,NO,1,0,0,0,0,0,0
GENE-14612,NO,1,6,1,3,2,5,5
GENE-14613,NO,1,101,123,131,80,67,106
GENE-14614,NO,1,0,0,0,0,0,0
GENE-14615,YES,1,0,0,0,0,0,0
GENE-14616,NO,1,91,41,78,124,68,44
GENE-14617,YES,1,0,0,0,0,0,0
GENE-14618,NO,1,0,0,0,0,0,0
GENE-14619,NO,1,0,0,0,0,0,0
GENE-14620,NO,1,0,0,0,0,0,0
GENE-14621,NO,1,9,10,6,6,13,12
GENE-14622,NO,1,0,0,0,0,0,0
GENE-14623,NO,1,0,0,0,0,0,0
GENE-14624,NO,1,49,210,519,953,155,357
GENE-14625,NO,1,0,0,0,0,0,0
GENE-14626,NO,1,127,94,137,143,75,145
GENE-14627,NO,1,153,152,129,188,173,137
GENE-14628,YES,1,0,0,0,0,0,0
GENE-14629,NO,1,0,0,0,0,0,0
GENE-14630,NO,1,0,0,0,0,0,0
GENE-14631,NO,1,22,15,7,12,23,18
GENE-14632,NO,1,15,16,22,12,14,16
GENE-14633,NO,1,0,0,0,0,0,0
GENE-14634,NO,1,0,0,0,0,0,0
GENE-14636,NO,1,0,0,0,0,0,0
GENE-14637,NO,1,0,0,0,0,0,0
GENE-14638,NO,1,0,1,0,1,0,0
GENE-14639,NO,1,59,63,64,54,47,55
GENE-14640,NO,1,0,0,0,0,0,0
GENE-14641,NO,1,0,0,0,0,0,0
GENE-14642,NO,1,5,3,3,2,2,3
GENE-14643,NO,1,574,532,632,343,350,467
GENE-14644,NO,1,0,0,0,0,0,0
GENE-14645,NO,1,0,0,0,0,0,0
GENE-14646,NO,1,0,0,0,0,0,0
GENE-14648,NO,1,0,0,0,0,0,0
GENE-14649,NO,1,0,0,0,0,0,0
GENE-14650,NO,1,0,0,0,0,0,0
GENE-14651,NO,1,0,0,0,0,0,0
GENE-14652,NO,1,0,0,0,0,0,0
GENE-14653,NO,1,0,0,0,0,0,0
GENE-14654,NO,1,621,615,567,670,561,514
GENE-14655,NO,1,0,0,0,0,0,0
GENE-14656,NO,1,30,25,27,17,24,16
GENE-14657,NO,1,0,0,0,0,0,0
GENE-14658,NO,1,13,16,12,13,10,14
GENE-14659,NO,1,0,0,0,0,0,0
GENE-14660,NO,1,0,0,0,0,0,0
GENE-14661,NO,1,0,0,0,0,0,0
GENE-14662,NO,1,0,0,0,0,0,0
GENE-14663,NO,1,331,300,345,234,228,291
GENE-14664,NO,1,0,0,0,0,0,0
GENE-14665,NO,1,0,0,0,0,0,0
GENE-14666,YES,1,0,0,0,0,0,0
GENE-14667,NO,1,0,0,0,0,0,0
GENE-14668,NO,1,0,0,0,0,0,0
GENE-14669,NO,1,0,0,0,0,0,0
